date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:34	3590/3590	---M--	200	added ('OK')	image/png	date:Fri,%2021%20May%202021%2019:26:30%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/flag-ru.png	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/flag-ru.png	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:35	46545/46545	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-login-register.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-login-register.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:35	12371/12371	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2023%20May%202021%2022:51:36%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/logo.svg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/logo.svg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:36	511/511	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Oct%202019%2019:14:26%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/icon-heart.svg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/icon-heart.svg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:36	97696/97696	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-cart.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-cart.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:37	318/318	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Oct%202019%2019:14:22%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/icon-cart.svg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/icon-cart.svg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:41	35351/35351	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:13:50%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/shop/thumbnail-9.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/shop/thumbnail-9.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:44	121024/121024	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-checkout.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-checkout.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:44	45713/45713	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:14:00%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/shop/thumbnail-2.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/shop/thumbnail-2.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:44	7127/7127	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:54:44%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-2.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-2.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:44	7930/7930	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:54:44%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-3.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-3.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:47	39474/39474	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:54:44%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-4.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-4.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:48	267863/267863	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/index-2.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/index-2.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:48	5719/5719	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:54:44%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-6.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-6.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:48	13841/13841	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:54:44%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-5.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner-5.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:48	248675/248675	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/index-3.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/index-3.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:49	267749/267749	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/index-4.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/index-4.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:49	57977/57977	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-about.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-about.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:50	120715/120715	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-grid-left.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-grid-left.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:50	104229/104229	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-list-right.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-list-right.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:51	104246/104246	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-list-left.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-list-left.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:51	112626/112626	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-fullwidth.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-fullwidth.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:52	129748/129748	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-product-left.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-product-left.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:52	119873/119873	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-product-full.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-product-full.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:53	122704/122704	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/shop-filter.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/shop-filter.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:53	14345/14345	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Jun%202021%2017:54:44%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner.jpg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/banner/menu-banner.jpg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:53	67600/67600	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-category-grid.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-category-grid.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:54	61943/61943	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-category-list.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-category-list.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:54	65192/65192	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-category-big.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-category-big.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:54	61389/61389	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-category-fullwidth.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-category-fullwidth.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:55	72665/72665	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-post-left.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-post-left.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:55	72648/72648	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-post-right.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-post-right.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:56	62500/62500	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/blog-post-fullwidth.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/blog-post-fullwidth.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:56	55968/55968	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-account.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-account.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:56	54180/54180	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-purchase-guide.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-purchase-guide.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:57	76625/76625	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-privacy-policy.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-privacy-policy.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:57	55908/55908	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-terms.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-terms.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:58	4045/4045	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2020:42:32%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/page-404.html	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/page-404.html	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:35:58	379/379	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2009%20May%202021%2020:58:28%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/icon-youtube.svg	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/icon-youtube.svg	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:36:06	29370/29370	---M--	200	added ('OK')	image/png	date:Sun,%2023%20May%202021%2022:33:26%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/feature-1.png	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/feature-1.png	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
15:36:11	19929/19929	---M--	200	added ('OK')	image/png	date:Sun,%2023%20May%202021%2022:34:14%20GMT	http://wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/feature-2.png	C:/Users/aswin/OneDrive/Desktop/Evara/Evara/wp.alithemes.com/html/evara/evara-frontend/assets/imgs/theme/icons/feature-2.png	(from http://wp.alithemes.com/html/evara/evara-frontend/index.html)
